"","Time","Well","OD590","Strain","Arsenic","Concentration"
"4809","221644","B07","0.564","A2731","V",10
"4810","222661","B07","0.563","A2731","V",10
"4811","223678","B07","0.570","A2731","V",10
"4812","224695","B07","0.564","A2731","V",10
"4813","225712","B07","0.562","A2731","V",10
"4814","226728","B07","0.560","A2731","V",10
"4815","227745","B07","0.559","A2731","V",10
"4816","228761","B07","0.566","A2731","V",10
"4817","229779","B07","0.566","A2731","V",10
"4818","230795","B07","0.563","A2731","V",10
"4819","231812","B07","0.560","A2731","V",10
"4820","232830","B07","0.561","A2731","V",10
"4821","233847","B07","0.555","A2731","V",10
"4822","234863","B07","0.554","A2731","V",10
"4823","235880","B07","0.558","A2731","V",10
"4824","236897","B07","0.559","A2731","V",10
"4825","237914","B07","0.557","A2731","V",10
"4826","238931","B07","0.559","A2731","V",10
"4827","239948","B07","0.552","A2731","V",10
"4828","240965","B07","0.550","A2731","V",10
"4829","241981","B07","0.550","A2731","V",10
"4830","242998","B07","0.550","A2731","V",10
"4831","244014","B07","0.546","A2731","V",10
"4832","245031","B07","0.553","A2731","V",10
"4833","246048","B07","0.546","A2731","V",10
"4834","247065","B07","0.548","A2731","V",10
"4835","248081","B07","0.547","A2731","V",10
"4836","249098","B07","0.545","A2731","V",10
"4837","250115","B07","0.542","A2731","V",10
"4838","251131","B07","0.541","A2731","V",10
"4839","252148","B07","0.544","A2731","V",10
"4840","253165","B07","0.542","A2731","V",10
"4841","254182","B07","0.535","A2731","V",10
"4842","255198","B07","0.539","A2731","V",10
"4843","256215","B07","0.540","A2731","V",10
"4844","257231","B07","0.539","A2731","V",10
"4845","258248","B07","0.547","A2731","V",10
"4846","0","B08","-0.003","I2748","V",10
"4847","1017","B08","-0.004","I2748","V",10
"4848","2034","B08","-0.004","I2748","V",10
"4849","3050","B08","-0.004","I2748","V",10
"4850","4067","B08","-0.003","I2748","V",10
"4851","5083","B08","-0.005","I2748","V",10
"4852","6099","B08","-0.005","I2748","V",10
"4853","7116","B08","-0.004","I2748","V",10
"4854","8133","B08","-0.005","I2748","V",10
"4855","9150","B08","-0.005","I2748","V",10
"4856","10166","B08","-0.005","I2748","V",10
"4857","11183","B08","-0.005","I2748","V",10
"4858","12200","B08","-0.005","I2748","V",10
"4859","13216","B08","-0.005","I2748","V",10
"4860","14232","B08","-0.003","I2748","V",10
"4861","15249","B08","-0.005","I2748","V",10
"4862","16265","B08","-0.006","I2748","V",10
"4863","17282","B08","-0.003","I2748","V",10
"4864","18299","B08","-0.005","I2748","V",10
"4865","19315","B08","-0.005","I2748","V",10
"4866","20332","B08","-0.005","I2748","V",10
"4867","21348","B08","-0.005","I2748","V",10
"4868","22365","B08","-0.005","I2748","V",10
"4869","23382","B08","-0.004","I2748","V",10
"4870","24399","B08","-0.006","I2748","V",10
"4871","25415","B08","-0.003","I2748","V",10
"4872","26432","B08","-0.003","I2748","V",10
"4873","27449","B08","-0.003","I2748","V",10
"4874","28465","B08","-0.002","I2748","V",10
"4875","29482","B08","-0.003","I2748","V",10
"4876","30498","B08","-0.001","I2748","V",10
"4877","31515","B08","-0.002","I2748","V",10
"4878","32532","B08"," 0.000","I2748","V",10
"4879","33548","B08","-0.001","I2748","V",10
"4880","34564","B08"," 0.000","I2748","V",10
"4881","35581","B08"," 0.001","I2748","V",10
"4882","36597","B08"," 0.002","I2748","V",10
"4883","37614","B08"," 0.004","I2748","V",10
"4884","38631","B08"," 0.004","I2748","V",10
"4885","39647","B08"," 0.007","I2748","V",10
"4886","40664","B08"," 0.010","I2748","V",10
"4887","41681","B08"," 0.010","I2748","V",10
"4888","42698","B08"," 0.014","I2748","V",10
"4889","43714","B08"," 0.015","I2748","V",10
"4890","44731","B08"," 0.012","I2748","V",10
"4891","45747","B08"," 0.014","I2748","V",10
"4892","46764","B08"," 0.020","I2748","V",10
"4893","47780","B08"," 0.024","I2748","V",10
"4894","48798","B08"," 0.035","I2748","V",10
"4895","49814","B08"," 0.044","I2748","V",10
"4896","50831","B08"," 0.057","I2748","V",10
"4897","51848","B08"," 0.066","I2748","V",10
"4898","52864","B08"," 0.078","I2748","V",10
"4899","53881","B08"," 0.101","I2748","V",10
"4900","54898","B08"," 0.124","I2748","V",10
"4901","55915","B08"," 0.136","I2748","V",10
"4902","56931","B08"," 0.160","I2748","V",10
"4903","57948","B08"," 0.171","I2748","V",10
"4904","58964","B08"," 0.188","I2748","V",10
"4905","59981","B08"," 0.205","I2748","V",10
"4906","60998","B08"," 0.223","I2748","V",10
"4907","62014","B08"," 0.242","I2748","V",10
"4908","63031","B08"," 0.264","I2748","V",10
"4909","64047","B08"," 0.291","I2748","V",10
"4910","65064","B08"," 0.301","I2748","V",10
"4911","66080","B08"," 0.325","I2748","V",10
"4912","67097","B08"," 0.342","I2748","V",10
"4913","68114","B08"," 0.352","I2748","V",10
"4914","69131","B08"," 0.368","I2748","V",10
"4915","70148","B08"," 0.379","I2748","V",10
"4916","71165","B08"," 0.395","I2748","V",10
"4917","72182","B08"," 0.410","I2748","V",10
"4918","73199","B08"," 0.423","I2748","V",10
"4919","74215","B08"," 0.438","I2748","V",10
"4920","75232","B08"," 0.460","I2748","V",10
"4921","76248","B08"," 0.483","I2748","V",10
"4922","77265","B08"," 0.495","I2748","V",10
"4923","78282","B08"," 0.490","I2748","V",10
"4924","79299","B08"," 0.499","I2748","V",10
"4925","80316","B08"," 0.508","I2748","V",10
"4926","81332","B08"," 0.513","I2748","V",10
"4927","82349","B08"," 0.531","I2748","V",10
"4928","83366","B08"," 0.544","I2748","V",10
"4929","84382","B08"," 0.553","I2748","V",10
"4930","85399","B08"," 0.561","I2748","V",10
"4931","86416","B08"," 0.556","I2748","V",10
"4932","87433","B08"," 0.566","I2748","V",10
"4933","88450","B08"," 0.571","I2748","V",10
"4934","89466","B08"," 0.581","I2748","V",10
"4935","90483","B08"," 0.592","I2748","V",10
"4936","91500","B08"," 0.596","I2748","V",10
"4937","92516","B08"," 0.597","I2748","V",10
"4938","93533","B08"," 0.604","I2748","V",10
"4939","94550","B08"," 0.606","I2748","V",10
"4940","95566","B08"," 0.610","I2748","V",10
"4941","96583","B08"," 0.610","I2748","V",10
"4942","97600","B08"," 0.610","I2748","V",10
"4943","98616","B08"," 0.613","I2748","V",10
"4944","99633","B08"," 0.617","I2748","V",10
"4945","100650","B08"," 0.620","I2748","V",10
"4946","101666","B08"," 0.630","I2748","V",10
"4947","102683","B08"," 0.639","I2748","V",10
"4948","103699","B08"," 0.642","I2748","V",10
"4949","104716","B08"," 0.647","I2748","V",10
"4950","105733","B08"," 0.650","I2748","V",10
"4951","106749","B08"," 0.653","I2748","V",10
"4952","107766","B08"," 0.643","I2748","V",10
"4953","108783","B08"," 0.649","I2748","V",10
"4954","109799","B08"," 0.643","I2748","V",10
"4955","110816","B08"," 0.648","I2748","V",10
"4956","111832","B08"," 0.649","I2748","V",10
"4957","112849","B08"," 0.658","I2748","V",10
"4958","113866","B08"," 0.666","I2748","V",10
"4959","114882","B08"," 0.668","I2748","V",10
"4960","115899","B08"," 0.661","I2748","V",10
"4961","116916","B08"," 0.662","I2748","V",10
"4962","117933","B08"," 0.661","I2748","V",10
"4963","118949","B08"," 0.663","I2748","V",10
"4964","119966","B08"," 0.664","I2748","V",10
"4965","120982","B08"," 0.667","I2748","V",10
"4966","121999","B08"," 0.669","I2748","V",10
"4967","123015","B08"," 0.668","I2748","V",10
"4968","124032","B08"," 0.678","I2748","V",10
"4969","125049","B08"," 0.679","I2748","V",10
"4970","126066","B08"," 0.683","I2748","V",10
"4971","127082","B08"," 0.682","I2748","V",10
"4972","128099","B08"," 0.688","I2748","V",10
"4973","129116","B08"," 0.690","I2748","V",10
"4974","130133","B08"," 0.691","I2748","V",10
"4975","131150","B08"," 0.693","I2748","V",10
"4976","132167","B08"," 0.685","I2748","V",10
"4977","133184","B08"," 0.682","I2748","V",10
"4978","134201","B08"," 0.684","I2748","V",10
"4979","135217","B08"," 0.691","I2748","V",10
"4980","136234","B08"," 0.695","I2748","V",10
"4981","137250","B08"," 0.697","I2748","V",10
"4982","138267","B08"," 0.696","I2748","V",10
"4983","139284","B08"," 0.701","I2748","V",10
"4984","140300","B08"," 0.693","I2748","V",10
"4985","141317","B08"," 0.697","I2748","V",10
"4986","142333","B08"," 0.693","I2748","V",10
"4987","143350","B08"," 0.698","I2748","V",10
"4988","144368","B08"," 0.698","I2748","V",10
"4989","145385","B08"," 0.700","I2748","V",10
"4990","146402","B08"," 0.705","I2748","V",10
"4991","147418","B08"," 0.705","I2748","V",10
"4992","148435","B08"," 0.706","I2748","V",10
"4993","149451","B08"," 0.709","I2748","V",10
"4994","150468","B08"," 0.708","I2748","V",10
"4995","151484","B08"," 0.701","I2748","V",10
"4996","152501","B08"," 0.706","I2748","V",10
"4997","153518","B08"," 0.710","I2748","V",10
"4998","154534","B08"," 0.708","I2748","V",10
"4999","155551","B08"," 0.703","I2748","V",10
"5000","156568","B08"," 0.703","I2748","V",10
"5001","157585","B08"," 0.703","I2748","V",10
"5002","158601","B08"," 0.703","I2748","V",10
"5003","159617","B08"," 0.702","I2748","V",10
"5004","160635","B08"," 0.706","I2748","V",10
"5005","161652","B08"," 0.701","I2748","V",10
"5006","162668","B08"," 0.706","I2748","V",10
"5007","163685","B08"," 0.702","I2748","V",10
"5008","164701","B08"," 0.707","I2748","V",10
"5009","165719","B08"," 0.708","I2748","V",10
"5010","166735","B08"," 0.712","I2748","V",10
"5011","167753","B08"," 0.707","I2748","V",10
"5012","168770","B08"," 0.706","I2748","V",10
"5013","169786","B08"," 0.710","I2748","V",10
"5014","170802","B08"," 0.710","I2748","V",10
"5015","171820","B08"," 0.709","I2748","V",10
"5016","172837","B08"," 0.714","I2748","V",10
"5017","173853","B08"," 0.717","I2748","V",10
"5018","174870","B08"," 0.716","I2748","V",10
"5019","175887","B08"," 0.717","I2748","V",10
"5020","176904","B08"," 0.709","I2748","V",10
"5021","177921","B08"," 0.712","I2748","V",10
"5022","178938","B08"," 0.709","I2748","V",10
"5023","179955","B08"," 0.708","I2748","V",10
"5024","180972","B08"," 0.706","I2748","V",10
"5025","181989","B08"," 0.711","I2748","V",10
"5026","183006","B08"," 0.712","I2748","V",10
"5027","184023","B08"," 0.710","I2748","V",10
"5028","185039","B08"," 0.713","I2748","V",10
"5029","186056","B08"," 0.715","I2748","V",10
"5030","187073","B08"," 0.712","I2748","V",10
"5031","188090","B08"," 0.714","I2748","V",10
"5032","189107","B08"," 0.708","I2748","V",10
"5033","190124","B08"," 0.713","I2748","V",10
"5034","191141","B08"," 0.719","I2748","V",10
"5035","192158","B08"," 0.718","I2748","V",10
"5036","193174","B08"," 0.713","I2748","V",10
"5037","194191","B08"," 0.716","I2748","V",10
"5038","195207","B08"," 0.710","I2748","V",10
"5039","196224","B08"," 0.713","I2748","V",10
"5040","197240","B08"," 0.715","I2748","V",10
"5041","198257","B08"," 0.715","I2748","V",10
"5042","199274","B08"," 0.717","I2748","V",10
"5043","200291","B08"," 0.716","I2748","V",10
"5044","201308","B08"," 0.709","I2748","V",10
"5045","202324","B08"," 0.715","I2748","V",10
"5046","203341","B08"," 0.716","I2748","V",10
"5047","204358","B08"," 0.714","I2748","V",10
"5048","205374","B08"," 0.716","I2748","V",10
"5049","206391","B08"," 0.717","I2748","V",10
"5050","207408","B08"," 0.717","I2748","V",10
"5051","208425","B08"," 0.717","I2748","V",10
"5052","209442","B08"," 0.716","I2748","V",10
"5053","210459","B08"," 0.716","I2748","V",10
"5054","211476","B08"," 0.715","I2748","V",10
"5055","212493","B08"," 0.717","I2748","V",10
"5056","213510","B08"," 0.712","I2748","V",10
"5057","214527","B08"," 0.713","I2748","V",10
"5058","215544","B08"," 0.717","I2748","V",10
"5059","216561","B08"," 0.714","I2748","V",10
"5060","217577","B08"," 0.714","I2748","V",10
"5061","218594","B08"," 0.717","I2748","V",10
"5062","219611","B08"," 0.722","I2748","V",10
"5063","220628","B08"," 0.721","I2748","V",10
"5064","221644","B08"," 0.719","I2748","V",10
"5065","222661","B08"," 0.726","I2748","V",10
"5066","223678","B08"," 0.717","I2748","V",10
"5067","224695","B08"," 0.730","I2748","V",10
"5068","225712","B08"," 0.728","I2748","V",10
"5069","226728","B08"," 0.727","I2748","V",10
"5070","227745","B08"," 0.727","I2748","V",10
"5071","228761","B08"," 0.715","I2748","V",10
"5072","229779","B08"," 0.721","I2748","V",10
"5073","230795","B08"," 0.743","I2748","V",10
"5074","231812","B08"," 0.739","I2748","V",10
"5075","232830","B08"," 0.726","I2748","V",10
"5076","233847","B08"," 0.731","I2748","V",10
"5077","234863","B08"," 0.736","I2748","V",10
"5078","235880","B08"," 0.724","I2748","V",10
"5079","236897","B08"," 0.724","I2748","V",10
"5080","237914","B08"," 0.743","I2748","V",10
"5081","238931","B08"," 0.739","I2748","V",10
"5082","239948","B08"," 0.739","I2748","V",10
"5083","240965","B08"," 0.737","I2748","V",10
"5084","241981","B08"," 0.732","I2748","V",10
"5085","242998","B08"," 0.738","I2748","V",10
"5086","244014","B08"," 0.735","I2748","V",10
"5087","245031","B08"," 0.721","I2748","V",10
"5088","246048","B08"," 0.735","I2748","V",10
"5089","247065","B08"," 0.739","I2748","V",10
"5090","248081","B08"," 0.737","I2748","V",10
"5091","249098","B08"," 0.735","I2748","V",10
"5092","250115","B08"," 0.733","I2748","V",10
"5093","251131","B08"," 0.730","I2748","V",10
"5094","252148","B08"," 0.735","I2748","V",10
"5095","253165","B08"," 0.737","I2748","V",10
"5096","254182","B08"," 0.724","I2748","V",10
"5097","255198","B08"," 0.728","I2748","V",10
"5098","256215","B08"," 0.732","I2748","V",10
"5099","257231","B08"," 0.734","I2748","V",10
"5100","258248","B08"," 0.722","I2748","V",10
"5101","0","B09","-0.005","I2748","V",10
"5102","1017","B09","-0.005","I2748","V",10
"5103","2034","B09","-0.005","I2748","V",10
"5104","3050","B09","-0.005","I2748","V",10
"5105","4067","B09","-0.004","I2748","V",10
"5106","5083","B09","-0.006","I2748","V",10
"5107","6099","B09","-0.006","I2748","V",10
"5108","7116","B09","-0.005","I2748","V",10
"5109","8133","B09","-0.006","I2748","V",10
"5110","9150","B09","-0.007","I2748","V",10
"5111","10166","B09","-0.007","I2748","V",10
"5112","11183","B09","-0.007","I2748","V",10
"5113","12200","B09","-0.007","I2748","V",10
"5114","13216","B09","-0.006","I2748","V",10
"5115","14232","B09","-0.005","I2748","V",10
"5116","15249","B09","-0.006","I2748","V",10
"5117","16265","B09","-0.007","I2748","V",10
"5118","17282","B09","-0.004","I2748","V",10
"5119","18299","B09","-0.006","I2748","V",10
"5120","19315","B09","-0.006","I2748","V",10
"5121","20332","B09","-0.006","I2748","V",10
"5122","21348","B09","-0.006","I2748","V",10
"5123","22365","B09","-0.006","I2748","V",10
"5124","23382","B09","-0.005","I2748","V",10
"5125","24399","B09","-0.007","I2748","V",10
"5126","25415","B09","-0.004","I2748","V",10
"5127","26432","B09","-0.004","I2748","V",10
"5128","27449","B09","-0.004","I2748","V",10
"5129","28465","B09","-0.003","I2748","V",10
"5130","29482","B09","-0.004","I2748","V",10
"5131","30498","B09","-0.002","I2748","V",10
"5132","31515","B09","-0.003","I2748","V",10
"5133","32532","B09","-0.001","I2748","V",10
"5134","33548","B09","-0.002","I2748","V",10
"5135","34564","B09","-0.001","I2748","V",10
"5136","35581","B09"," 0.000","I2748","V",10
"5137","36597","B09"," 0.001","I2748","V",10
"5138","37614","B09"," 0.003","I2748","V",10
"5139","38631","B09"," 0.003","I2748","V",10
"5140","39647","B09"," 0.006","I2748","V",10
"5141","40664","B09"," 0.009","I2748","V",10
"5142","41681","B09"," 0.009","I2748","V",10
"5143","42698","B09"," 0.013","I2748","V",10
"5144","43714","B09"," 0.015","I2748","V",10
"5145","44731","B09"," 0.013","I2748","V",10
"5146","45747","B09"," 0.016","I2748","V",10
"5147","46764","B09"," 0.022","I2748","V",10
"5148","47780","B09"," 0.024","I2748","V",10
"5149","48798","B09"," 0.035","I2748","V",10
"5150","49814","B09"," 0.050","I2748","V",10
"5151","50831","B09"," 0.051","I2748","V",10
"5152","51848","B09"," 0.060","I2748","V",10
"5153","52864","B09"," 0.066","I2748","V",10
"5154","53881","B09"," 0.088","I2748","V",10
"5155","54898","B09"," 0.090","I2748","V",10
"5156","55915","B09"," 0.103","I2748","V",10
"5157","56931","B09"," 0.144","I2748","V",10
"5158","57948","B09"," 0.170","I2748","V",10
"5159","58964","B09"," 0.184","I2748","V",10
"5160","59981","B09"," 0.200","I2748","V",10
"5161","60998","B09"," 0.208","I2748","V",10
"5162","62014","B09"," 0.220","I2748","V",10
"5163","63031","B09"," 0.240","I2748","V",10
"5164","64047","B09"," 0.269","I2748","V",10
"5165","65064","B09"," 0.282","I2748","V",10
"5166","66080","B09"," 0.316","I2748","V",10
"5167","67097","B09"," 0.328","I2748","V",10
"5168","68114","B09"," 0.333","I2748","V",10
"5169","69131","B09"," 0.358","I2748","V",10
"5170","70148","B09"," 0.359","I2748","V",10
"5171","71165","B09"," 0.377","I2748","V",10
"5172","72182","B09"," 0.392","I2748","V",10
"5173","73199","B09"," 0.406","I2748","V",10
"5174","74215","B09"," 0.416","I2748","V",10
"5175","75232","B09"," 0.428","I2748","V",10
"5176","76248","B09"," 0.442","I2748","V",10
